30.015715,0.6,0.005945025,0.422222222,0.4,0.006990737
130.309998,0.6,0.005945025,0.422222222,0.4,0.018429449
298.612823,0.6,0.005945025,0.422222222,0.2,0.013546924
23.810173,0.6,0.005945025,0.422222222,0.6,0.004878904
129.479996,0.6,0.005945025,0.422222222,0.2,0.00850847
24.690001,0.6,0.005945025,0.422222222,0.4,0.00633856
20.950001,0.6,0.005945025,0.422222222,0.4,0.006074876
13.68,0.6,0.005945025,0.422222222,0.8,0.017910872
30.27,0.6,0.005945025,0.422222222,0.4,0.007295268
29.674286,0.4,0.008803835,0.355555556,0.2,0.008919968
127.349998,0.4,0.008803835,0.355555556,0.2,0.021792465
293.332153,0.4,0.008803835,0.355555556,0.2,0.016202984
23.601271,0.4,0.008803835,0.355555556,0.4,0.00579474
130.509995,0.4,0.008803835,0.355555556,0.4,0.007683455
24.559999,0.4,0.008803835,0.355555556,0.4,0.007150185
20.610001,0.4,0.008803835,0.355555556,0.4,0.009224933
14.15,0.4,0.008803835,0.355555556,0.8,0.018320678
30.07,0.4,0.008803835,0.355555556,0.2,0.008552101
30.092857,0.6,0.010612016,0.466666667,0.4,0.008559809
129.110001,0.6,0.010612016,0.466666667,0.4,0.020933368
291.648102,0.6,0.010612016,0.466666667,0.2,0.012309456
23.714806,0.6,0.010612016,0.466666667,0.6,0.004896208
130.229996,0.6,0.010612016,0.466666667,0.4,0.006813333
24.799999,0.6,0.010612016,0.466666667,0.6,0.006203688
20.959999,0.6,0.010612016,0.466666667,0.6,0.011950484
14.15,0.6,0.010612016,0.466666667,0.6,0.011465239
30.35,0.6,0.010612016,0.466666667,0.4,0.009187038
29.918571,0.8,0.009242833,0.577777778,0.4,0.009348411
127.349998,0.8,0.009242833,0.577777778,0.4,0.020257084
293.019196,0.8,0.009242833,0.577777778,0.4,0.008593796
23.846502,0.8,0.009242833,0.577777778,0.6,0.005930212
132.309998,0.8,0.009242833,0.577777778,0.6,0.009315381
25.34,0.8,0.009242833,0.577777778,0.8,0.009904406
21.48,0.8,0.009242833,0.577777778,0.8,0.014989259
15.08,0.8,0.009242833,0.577777778,0.6,0.024177838
30.959999,0.8,0.009242833,0.577777778,0.6,0.011126859
29.418571,0.6,0.00803382,0.4,0.2,0.011361149
127.139999,0.6,0.00803382,0.4,0.2,0.015171491
288.126007,0.6,0.00803382,0.4,0.2,0.009267416
